Unnamed: 0,xuhao,author,content,zan,zhuanfa,pinglun,public_time
10,11,网红写真,:#美国证券交易委员会调查瑞幸##小贴士#在4月22日上午举行的国新办新闻发布会上，银保监会副主席曹宇也就此表态称：“瑞幸咖啡财务造假事件性质恶劣、教训深刻，银保监会将坚决支持、积极配合主管部门依法严厉惩处。”,0,0,0,04月30日
11,12,绝对领域JK,:#美国证券交易委员会调查瑞幸##小贴士#在4月22日上午举行的国新办新闻发布会上，银保监会副主席曹宇也就此表态称：“瑞幸咖啡财务造假事件性质恶劣、教训深刻，银保监会将坚决支持、积极配合主管部门依法严厉惩处。”,0,0,0,04月30日
12,13,网红领域,:#美国证券交易委员会调查瑞幸##小贴士#在瑞幸咖啡曝出财务造假事件后，中国金融监管层已立即表示了高度关注。证监会在4月3日即表态，“对财务造假行为表示强烈的谴责。不管在何地上市，上市公司都应当严格遵守相关市场的法律和规则，真实准确完整地履行信息披露义务。”,0,0,0,04月30日
13,14,网红写真,:#美国证券交易委员会调查瑞幸##小贴士#在瑞幸咖啡曝出财务造假事件后，中国金融监管层已立即表示了高度关注。证监会在4月3日即表态，“对财务造假行为表示强烈的谴责。不管在何地上市，上市公司都应当严格遵守相关市场的法律和规则，真实准确完整地履行信息披露义务。”,0,0,0,04月30日
14,15,绝对领域JK,:#美国证券交易委员会调查瑞幸##小贴士#在瑞幸咖啡曝出财务造假事件后，中国金融监管层已立即表示了高度关注。证监会在4月3日即表态，“对财务造假行为表示强烈的谴责。不管在何地上市，上市公司都应当严格遵守相关市场的法律和规则，真实准确完整地履行信息披露义务。”,0,0,0,04月30日
15,16,宋轩梦,:针对最近瑞幸咖啡财务造假事件，格力电器董事长董明珠表示，“真诚对待一切才是最重要。一个人一生的信誉都没有的时候，这个人还有没有价值？你讲假话无非想通过虚假的信息让股价涨高，从中自己可能在这股价上受益。但我希望一个好的企业是靠产品创造价值，而不是靠股市创造价值。”人无信不立，信誉对于企业更是至关命门，瑞幸咖啡想通过类似于薅美帝资本主义羊毛的幌子来掩饰自己财务，这种行为利在一时，毁了根基！支持董小姐,37,27,22,04月30日
16,17,股市女人,:针对最近瑞幸咖啡财务造假事件，格力电器董事长董明珠表示，“真诚对待一切才是最重要。一个人一生的信誉都没有的时候，这个人还有没有价值？你讲假话无非想通过虚假的信息让股价涨高，从中自己可能在这股价上受益。但我希望一个好的企业是靠产品创造价值，而不是靠股市创造价值。”人无信不立，信誉对于企业更是至关命门，瑞幸咖啡想通过类似于薅美帝资本主义羊毛的幌子来掩饰自己财务，这种行为利在一时，毁了根基！支持董小姐,34,12,1,04月30日
17,18,民政为民,【瑞幸咖啡财务造假事件引关注 中国证监会：对跨境监管合作持积极态度】针对瑞幸咖啡财务造假事件引起的市场对跨境监管合作的关注，证监会有关负责人27日在回答记者提问时表示，中国证监会一向对跨境监管合作持积极态度，支持境外证券监管机构查处其辖区内上市公司财务造假行为。 盛京视频的微博视频,0,0,0,04月30日
18,19,创业家传媒,:【董明珠谈瑞幸财务造假：好的企业不是靠股市创造价值】4月29日晚间，针对最近瑞幸咖啡财务造假事件，董明珠表示，“真诚对待一切才是最重要。一个人一生的信誉都没有的时候，这个人还有没有价值？你讲假话无非想通过虚假的信息让股价涨高，从中自己可能在这股价上受益。但我希望一个好的企业是靠产品创造价值，而不是靠股市创造价值。”,17,4,2,04月30日
19,20,中国电商行业网,:【#董明珠谈瑞幸咖啡财务造假#：好的企业不是靠股市创造价值,0,1,0,04月30日
20,21,互联网说,:#董明珠谈“瑞幸财务造假#”：好的企业不是靠股市创造价值。4月29日晚间，针对最近瑞幸咖啡财务造假事件，董明珠表示，“真诚对待一切才是最重要。一个人一生的信誉都没有的时候，这个人还有没有价值？你讲假话无非想通过虚假的信息让股价涨高，从中自己可能在这股价上受益。但我希望一个好的企业是靠产品创造价值，而不是靠股市创造价值。”,301,52,102,04月29日
21,22,狙击手伍德,:【董明珠谈瑞幸财务造假：好的企业不是靠股市创造价值】4月29日晚间，针对最近瑞幸咖啡财务造假事件，董明珠表示，“真诚对待一切才是最重要。一个人一生的信誉都没有的时候，这个人还有没有价值？你讲假话无非想通过虚假的信息让股价涨高，从中自己可能在这股价上受益。但我希望一个好的企业是靠产品创造价值，而不是靠股市创造价值。”#美股#http://t.cn/A6AUfRjU,1,1,0,04月29日
22,23,新浪科技,:【#董明珠谈瑞幸财务造假#：好的企业不是靠股市创造价值】4月29日晚间，针对最近瑞幸咖啡财务造假事件，董明珠表示，“真诚对待一切才是最重要。一个人一生的信誉都没有的时候，这个人还有没有价值？你讲假话无非想通过虚假的信息让股价涨高，从中自己可能在这股价上受益。但我希望一个好的企业是靠产品创造价值，而不是靠股市创造价值。”http://t.cn/A6AUHCx0,3040,5941,300,04月29日
23,24,阳明投资2198,:#北京文化董事长被举报财务造假#中国版的瑞幸咖啡事件，撞在枪口上，起码3～5个跌停！！！奶奶的，我们民族，国家怎么出这么多垃圾，人渣，败类，把全中国人的脸都丢光了，怪不得外网的歪果仁说我们就是诈骗郭嘉，诈骗民族，这尼玛根源到底在哪里？各位老铁们多终结下@胡锡进,1,0,0,04月29日
24,25,区块链Veyin,【2001年轰动一时的安然 (Enron)假账事件。】一家曾经排名“美国500强”第7名的能源公司做假账，四年时间内虚报盈利共计近6亿美元。按当年汇率差不多50亿人民币。它的结果如何？由此可以大概推测#瑞幸咖啡#的结局。 央证公开课的微博视频,0,0,0,04月29日
25,26,星际财神,【2001年轰动一时的安然 (Enron)假账事件。】一家曾经排名“美国500强”第7名的能源公司做假账，四年时间内虚报盈利共计近6亿美元。按当年汇率差不多50亿人民币。它的结果如何？由此可以大概推测#瑞幸咖啡#的结局。 央证公开课的微博视频,0,0,0,04月29日
26,27,WANGHU228,【2001年轰动一时的安然 (Enron)假账事件。】一家曾经排名“美国500强”第7名的能源公司做假账，四年时间内虚报盈利共计近6亿美元。按当年汇率差不多50亿人民币。它的结果如何？由此可以大概推测#瑞幸咖啡#的结局。 央证公开课的微博视频,0,0,0,04月29日
27,28,xbingfly,【2001年轰动一时的安然 (Enron)假账事件。】一家曾经排名“美国500强”第7名的能源公司做假账，四年时间内虚报盈利共计近6亿美元。按当年汇率差不多50亿人民币。它的结果如何？由此可以大概推测#瑞幸咖啡#的结局。 央证公开课的微博视频,0,0,0,04月29日
28,29,Hiskia2018,【2001年轰动一时的安然 (Enron)假账事件。】一家曾经排名“美国500强”第7名的能源公司做假账，四年时间内虚报盈利共计近6亿美元。按当年汇率差不多50亿人民币。它的结果如何？由此可以大概推测#瑞幸咖啡#的结局。 央证公开课的微博视频,0,0,0,04月29日
29,30,品质新东乡,:【2001年轰动一时的安然 (Enron)假账事件。】一家曾经排名“美国500强”第7名的能源公司做假账，四年时间内虚报盈利共计近6亿美元。按当年汇率差不多50亿人民币。它的结果如何？ 央证公开课的微博视频,2,0,0,04月29日
30,31,央证公开课,:【2001年轰动一时的安然 (Enron)假账事件。】一家曾经排名“美国500强”第7名的能源公司做假账，四年时间内虚报盈利共计近6亿美元。按当年汇率差不多50亿人民币。它的结果如何？由此可以大概推测#瑞幸咖啡#的结局。 央证公开课的微博视频,26,10,2,04月29日
31,32,价值投资日志,:【#创业板注册制来了#，董明珠谈瑞幸财务造假：好的企业不是靠股市创造价值】4月29日晚间，针对最近#瑞幸咖啡伪造交易22亿#财务造假事件，#格力电器#董事长董明珠表示，“真诚对待一切才是最重要。一个人一生的信誉都没有的时候，这个人还有没有价值？你讲假话无非想通过虚假的信息让股价涨高，从中自己可能在这股价上受益。但我希望一个好的企业是靠产品创造价值，而不是靠股市创造价值。”,36,14,5,04月29日
32,33,海马视频,:【#董明珠谈瑞幸咖啡财务造假#：好的企业不是靠股市创造价值】今日晚间，针对最近瑞幸咖啡财务造假事件，董明珠表示，“真诚对待一切才是最重要。一个人一生的信誉都没有的时候，这个人还有没有价值？你讲假话无非想通过虚假的信息让股价涨高，从中自己可能在这股价上受益。但我希望一个好的企业是靠产品创造价值，而不是靠股市创造价值。”http://t.cn/A6AUIBGF,0,0,0,04月29日
33,34,濮小阿Q呵,【瑞幸咖啡财务造假事件引关注 中国证监会：对跨境监管合作持积极态度】针对瑞幸咖啡财务造假事件引起的市场对跨境监管合作的关注，证监会有关负责人27日在回答记者提问时表示，中国证监会一向对跨境监管合作持积极态度，支持境外证券监管机构查处其辖区内上市公司财务造假行为。 盛京视频的微博视频,0,0,0,04月29日
34,35,新浪财经,:【#董明珠谈瑞幸咖啡财务造假#：好的企业不是靠股市创造价值】今日晚间，针对最近瑞幸咖啡财务造假事件，董明珠表示，“真诚对待一切才是最重要。一个人一生的信誉都没有的时候，这个人还有没有价值？你讲假话无非想通过虚假的信息让股价涨高，从中自己可能在这股价上受益。但我希望一个好的企业是靠产品创造价值，而不是靠股市创造价值。”详情>>http://t.cn/A6AUIB5thttp://t.cn/A6AUIBGF,145,24,46,04月29日
35,36,台州黄龙,:实时播报：【董明珠谈“瑞幸财务造假”：好的企业不是靠股市创造价值】4月29日晚间，针对最近瑞幸咖啡财务造假事件，董明珠表示，“真诚对待一切才是最重要。一个人一生的信誉都没有的时候，这个人还有没有价值？你讲假话无非想通过虚假的信息让股价涨高，从中自己可能在这股价上受益。但我希望一个好的企业是靠产品创造价值，而不是靠股市创造价值。”,0,0,0,04月29日
36,37,我是rose上海,:【董明珠谈“瑞幸财务造假”：好的企业不是靠股市创造价值】今日晚间，针对最近瑞幸咖啡财务造假事件，董明珠表示，“真诚对待一切才是最重要。一个人一生的信誉都没有的时候，这个人还有没有价值？你讲假话无非想通过虚假的信息让股价涨高，从中自己可能在这股价上受益。但我希望一个好的企业是靠产品创造价值，而不是靠股市创造价值。”,0,0,0,04月29日
37,38,快兰斯24小时财经直播,:实时播报：【董明珠谈“瑞幸财务造假”：好的企业不是靠股市创造价值】4月29日晚间，针对最近瑞幸咖啡财务造假事件，董明珠表示，“真诚对待一切才是最重要。一个人一生的信誉都没有的时候，这个人还有没有价值？你讲假话无非想通过虚假的信息让股价涨高，从中自己可能在这股价上受益。但我希望一个好的企业是靠产品创造价值，而不是靠股市创造价值。”,4,0,2,04月29日
38,39,盛京视频,:【瑞幸咖啡财务造假事件引关注 中国证监会：对跨境监管合作持积极态度】针对瑞幸咖啡财务造假事件引起的市场对跨境监管合作的关注，证监会有关负责人27日在回答记者提问时表示，中国证监会一向对跨境监管合作持积极态度，支持境外证券监管机构查处其辖区内上市公司财务造假行为。 盛京视频的微博视频,0,6,0,04月29日
39,40,新津检察,:【#证监会回应瑞幸咖啡财务造假事件#：支持境外证券监管机构查处其辖区内上市公司财务造假行为】中国证监会有关负责人表示，自瑞幸咖啡自曝财务造假以来，中国证监会第一时间对外表明严正立场。中国证监会一向对跨境监管合作持积极态度，支持境外证券监管机构查处其辖区内上市公司财务造假行为。在国际证监会组织多边备忘录等合作框架下，中国证监会已向多家境外监管机构提供23家境外上市公司相关审计工作底稿,0,0,1,04月29日
40,41,一品姑苏城,#证监会调查组已入驻瑞幸#【证监会回应瑞幸事件背后跨境监管合作：美方积极回应】中国证监会有关负责人答记者问表示，自瑞幸咖啡自曝财务造假以来，中国证监会第一时间对外表明严正立场，并就跨境监管合作事宜与美国证监会沟通，美国证监会作出了积极回应。中国证监会一向对跨境监管合作持积极态度，支持境外证券监管机构查处其辖区内上市公司财务造假行为。目前合作渠道是畅通的。http://t.cn/A6AzeIxn,1,0,0,04月29日
41,42,onlykikil财经,:#财经资讯##财经#瑞幸咖啡事件正在中概股头顶上持续炸雷。4月14日，做空机构香橼认为跟,0,0,0,04月29日
42,43,猎头班长老王,:瑞幸咖啡造假事件在国内证券市场的余波，还在持续扩大。4月27日晚，中国证监会有关负责人在答记者问上表示，自瑞幸咖啡自曝财务造假以来，中国证监会第一时间对外表明严正立场，并就跨境监管合作事宜与美国证监会沟通，美国证监会作出了积极回应。证监会回应瑞幸风波：已向境外监管机构提供审计底稿http://t.cn/A6ALJlNg,1,0,0,04月29日
43,44,点掌传媒投资者教育基地,:证监会再度回应瑞幸咖啡造假事件 将进一步深化跨境监管执法合作近日，瑞幸咖啡财务造假事件引起市场对跨境监管合作的关注，中国证监会有关负责人在接受采访时表示，自瑞幸咖啡自曝财务造假以来，证监会第一时间对外表明严正立场，并就跨境监管合作事宜与美国证监会沟通，美国证监会作出了积极回应。4月3日，证监会发布声明表示，高度关注瑞幸咖啡财务造假事件，对该公司财务造假行为表示强烈的谴责。不管在何地上市，上市公司都应当严格遵守相关市场的法律和规则，真实准确完整地履行信息披露义务。中国证监会将按照国际证券监管合作的有关安排，依法对相关情况进行核查，坚决打击证券欺诈行为，切实保护投资者权益。“中国证监会一向对跨境监管合作持积极态度，支持境外证券监管机构查处其辖区内上市公司财务造假行为。在国际证监会组织（IOSCO）多边备忘录等合作框架下，中国证监会已向多家境外监管机构提供23家境外上市公司相关审计工作底稿，其中向美国证监会和美国公众公司会计监督委员会（PCAOB）提供的共计14家。此外，2019年10月份中美双方对香港会计师事务所审计的、存放在中国内地的在美上市公司审计工作底稿调取事宜也达成了共识，目前合作渠道是畅通的。”证监会有关负责人表示。另外，在上市公司审计监管方面，证监会有关负责人表示，证监会一贯高度重视通过加强对会计师事务所等资本市场看门人的监管执法，推动服务机构建立健全质量控制体系、提高执业质量，持续促进财务信息披露质量的提升。与此同时，证监会积极推进与境外审计监管机构的合作。对于美国PCAOB要求入境检查在PCAOB注册的中国会计师事务所，双方合作从未停止，一直在寻找一个各方都能接受的检查方案。2013年中国证监会、中国财政部与美国PCAOB签署了执法合作谅解备忘录，并向PCAOB提供了4家审计工作底稿。2016年至2017年，中美双方对一家在PCAOB注册的中国会计师事务所开展了试点检查，中方团队协助PCAOB对会计师事务所的质量控制体系以及3家在美上市公司的审计工作底稿进行了检查，试图找到一条有效的检查途径。“应该说，双方合作是有成效的。2018年以来，双方为继续推进审计监管合作保持沟通，中方参考国际审计监管合作的惯例，多次向PCAOB提出对会计师事务所开展联合检查的具体方案建议，最近一次是今年4月3日。我们期待尽快得到回应并与PCAOB进行进一步的合作。”证监会有关负责人表示。证监会表示，企业跨境上市有利于丰富当地资本市场投资选择和提升投资收益，实践证明是共赢的选择。提升上市公司信息披露质量是各国监管机构的共同职责，深化跨境监管执法合作符合全球投资者的共同利益。中国证监会始终抱着敬畏市场、敬畏法治、敬畏风险、敬畏投资者的监管理念，愿意与包括美国在内的境外证券监管机构加强合作，共同打击跨境违法违规行为，依法保护各国投资者合法权益。2020-04-28  来源：证券日报,0,0,0,04月29日
44,45,金融时报,:【瑞幸事件激发市场需求 董责险能否拯救上市企业】4月初曝光的瑞幸咖啡事件一直备受社会广泛关注，特别是围绕“董责险能不能救瑞幸”的讨论也持续不休。瑞幸咖啡财务造假事件的社会反响很大，也因此将董责险推入公众视野。从4月开始，董责险的需求量激增，上市公司投保董责险形成了一波小高峰。对于在国内属于小众需求的董责险，一般为中概股赴美上市必备，与国外市场需求的差距较大。瑞幸咖啡事件不仅触发了市场对于董责险的广泛关注，也让市场重新审视董责险不可或缺的重要作用，同时也引发市场对于非车险行业多元化保险领域发展看好。http://t.cn/A6AL5IDS,1,1,0,04月29日
45,46,酸甜财经,:#财经资讯#【#证监会回应瑞幸咖啡财务造假事件#：支持境外证券监管机构查处其辖区内上市公司财务造假行为】中国证监会有关负责人表示，自瑞幸咖啡自曝财务造假以来，中国证监会第一时,0,0,0,04月29日
46,47,证券之星官方微博,:【证券时报头版评论：跨境监管合作应进一步加强】瑞幸咖啡财务造假事件仍在持续发酵。自瑞幸咖啡自曝财务造假以来，中国证监会第一时间对外表明严正立场，并就跨境监管合作事宜与美国证监会沟通，美国证监会作出了积极回应。时值资本市场大力推进双向开放，进一步加强跨境监管合作更有必要。,0,2,0,04月29日
47,48,快兰斯24小时财经直播,:实时播报：【证券时报头版评论：跨境监管合作应进一步加强】瑞幸咖啡财务造假事件仍在持续发酵。自瑞幸咖啡自曝财务造假以来，中国证监会第一时间对外表明严正立场，并就跨境监管合作事宜与美国证监会沟通，美国证监会作出了积极回应。时值资本市场大力推进双向开放，进一步加强跨境监管合作更有必要。,2,2,3,04月29日
48,49,华盛7x24,:【证券时报头版评论：跨境监管合作应进一步加强】瑞幸咖啡财务造假事件仍在持续发酵。自瑞幸咖啡自曝财务造假以来，中国证监会第一时间对外表明严正立场，并就跨境监管合作事宜与美国证监会沟通，美国证监会作出了积极回应。时值资本市场大力推进双向开放，进一步加强跨境监管合作更有必要。 $瑞幸咖啡 LK$,0,0,0,04月29日
49,50,一维2018001,:这几天，出现了好几个关于企业高管创始人的一些热点话题，在这些话题下面，也有很多的网友评论。不过一个现象是，这些评论当中的很大一部分，都是在谈论利益得失和谁是输家谁是赢家，而不是在讨论是非对错，这不能不说是一种悲哀。这也符合了以前流行的一句话：只有小孩子才分对错，大人的世界只看利弊。热点话题和下面的评论都暂且不管，但其实，与之相关的另外一个创业问题，却是很值得思考一下的，那就是：你的创业，是要利益得失？还是要正直正向？其实最好的答案是，在正直正向的前提之下，去争取金钱利益。也就是，两者是可以同时存在的，而且这样的机会也还非常的多。只不过，假如第一次遇到的不是这样的机会，那么是否愿意先放弃，再去寻找发现下一次的机会？或者，这样的机会通常起步都会更困难些，那么是否愿意选择这种困难的路，还是直接去走捷径？前段时间瑞幸咖啡的财务造假事件中，就有很多人说，以瑞幸咖啡创始人的能力，以正常的路径去创业，也能有很大的成功，为什么公司要选择造假呢？所以，道理其实很简单，但真正的选择，却还是看各人自己。（《一维读书会》：一维说）,0,0,0,04月29日
50,51,狙击手伍德,:【瑞幸造假会激发中国证监会的首次长臂管辖吗？】针对瑞幸咖啡财务造假事件，中国证监会27日深夜回应称，自瑞幸咖啡自曝财务造假以来，中国证监会第一时间对外表明严正立场，并就跨境监管合作事宜与美国证监会沟通，美国证监会作出了积极回应。中国证监会相关负责人表示，中国证监会一向对跨境监管合作持积极态度，支持境外证券监管机构查处其辖区内上市公司财务造假行为。# 瑞幸成证监会长臂管辖第一案#http://t.cn/A6AACABw,1,0,0,04月29日
51,52,行车探秘TV,:【#证监会回应瑞幸咖啡财务造假事件#：支持境外证券监管机构查处其辖区内上市公司财务造假行为】中国证监会有关负责人表示，自瑞幸咖啡自曝财务造假以来，中国证监会第一时间对外表明严正立场。中国证监会一向对跨境监管合作持积极态度，支持境外证券监管机构查处其辖区内上市公司财务造假行为。在国际证监会组织多边备忘录等合作框架下，中国证监会已向多家境外监管机构提供23家境外上市公司相关审计工作底稿。#证监会调查组已入驻瑞幸#,0,0,0,04月28日
52,53,深圳雷布斯,:中国证监会周一稍晚就瑞幸咖啡(LK.O)财务造假事件回应称，已就跨境监管合作事宜与美国证监会沟通，美国证监会作出了积极回应；愿与包括美国在内的境外证券监管机构加强合作，共同打击跨境违法违规行为，依法保护各国投资者合法权益。#财经##证监会##瑞幸#,0,0,0,04月28日
53,54,手机中国联盟官博,:【每日精选|中国证监会回应瑞幸咖啡财务造假事件】瑞幸咖啡财务造假引起了中国证监会的注意，官方称对该公司财务造假行为表示强烈的谴责。不管在何地上市，上市公司都应当严格遵守相关市场的法律和规则，真实准确完整地履行信息披露义务。【音频】每日精选｜李国庆否认抢公章；雷军问董明珠新赌约要不要继续,1,4,0,04月28日
54,55,回味菜蒲鹏,:【#证监会回应瑞幸咖啡财务造假事件#：支持境外证券监管机构查处其辖区内上市公司财务造假行为】中国证监会有关负责人表示，自瑞幸咖啡自曝财务造假以来，中国证监会第一时间对外表明严正立场。中国证监会一向对跨境监管合作持积极态度，支持境外证券监管机构查处其辖区内上市公司财务造假行为。在国际证监会组织多边备忘录等合作框架下，中国证监会已向多家境外监管机构提供23家境外上市公司相关审计工作底稿。#证监会调查组已入驻瑞幸#,2,0,0,04月28日
55,56,绝对领域JK,:#瑞幸成证监会长臂管辖第一案##小贴士#4月3日，瑞幸咖啡自曝财务造假的第二天，证监会随即声明表示，高度关注瑞幸咖啡（Luckin Coffee Inc.）财务造假事件，对该公司财务造假行为表示强烈的谴责。不管在何地上市，上市公司都应当严格遵守相关市场的法律和规则，真实准确完整地履行信息披露义务。中国证监会将按照国际证券监管合作的有关安排，依法对相关情况进行核查，坚决打击证券欺诈行为，切实保护投资者权益。瑞幸咖啡注册地在开曼群岛，经境外监管机构注册发行证券并在美国纳斯达克股票市场上市。,0,0,0,04月28日
56,57,网红写真,:#瑞幸成证监会长臂管辖第一案##小贴士#4月3日，瑞幸咖啡自曝财务造假的第二天，证监会随即声明表示，高度关注瑞幸咖啡（Luckin Coffee Inc.）财务造假事件，对该公司财务造假行为表示强烈的谴责。不管在何地上市，上市公司都应当严格遵守相关市场的法律和规则，真实准确完整地履行信息披露义务。中国证监会将按照国际证券监管合作的有关安排，依法对相关情况进行核查，坚决打击证券欺诈行为，切实保护投资者权益。瑞幸咖啡注册地在开曼群岛，经境外监管机构注册发行证券并在美国纳斯达克股票市场上市。,0,0,0,04月28日
57,58,经观消费观察,:【#证监会回应瑞幸咖啡财务造假事件#证监会回应瑞幸财务造假：已就跨境监管合作事宜与美国证监会沟通】瑞幸咖啡财务造假事件引起市场对跨境监管合作的关注。4月27日，经济观察网记者就瑞幸财务造假遭调查一事，向中国证监会核实。当天晚些时候，证监会在官网发布关于此事的答记者问。证监会表示，自瑞幸咖啡自曝财务造假以来，中国证监会第一时间对外表明严正立场，并就跨境监管合作事宜与美国证监会沟通，美国证监会作出了积极回应。中国证监会一向对跨境监管合作持积极态度，支持境外证券监管机构查处其辖区内上市公司财务造假行为。原文链接：http://t.cn/A6AAwObI,1,0,0,04月28日
58,59,laomugua业子雪,:近日，瑞幸咖啡财务造假事件引起市场对跨境监管合作的关注，中国证监会有关负责人在接受采访时表示，自瑞幸咖啡自曝财务造假以来，证监会第一时间对外表明严正立场，并就跨境监管合作事宜与美国证监会沟通，美国证监会作出了积极回应。3月份工业企业利润降幅收窄 工业产品销售开始回暖4月27日，国家统计局发布的3月份工业经济效益月度报告显示，随着统筹疫情防控和经济社会发展各项决策部署逐步落实落地，企业复工复产不断加快，工业产品销售开始回暖，企业利润呈现积极变化。“算力蛋糕”加快壮大 IDC市场规模今年将达2000亿元近几年在产业政策引导下，国内计算中心及数据中心基础设施建设高速发展，以IDC（互联网数据中心）为代表的算力产业市场规模迅速提高，具有很大的发展空间。2018年国内IDC市场规模约为1200亿元，2020年有望达到2000亿元，年均增长速度将接近30%。,0,0,0,04月28日
59,60,银讯Fintech,:发布了头条文章：《中国证监会回应瑞幸咖啡财务造假事件》  中国证监会回应瑞幸咖啡财务造假事件,0,0,0,04月28日
60,61,上书房行走---,:银保监会副主席曹宇也就此表态称：“瑞幸咖啡财务造假事件性质恶劣、教训深刻，银保监会将坚决支持、积极配合主管部门依法严厉惩处。”,0,0,0,04月28日
61,62,智通财经,:#投资2020#【中国证监会回应调查$瑞幸咖啡 LK$ 事件：已与美国证监会进行沟通】智通财经APP获悉，昨日，中国证监会相关负责人回答记者关于中国证监会有关负责人表示，自瑞幸咖啡自曝财务造假以来，中国证监会第一时间对外表明严正立场，并就跨境监管合作事宜与美国证监会沟通，美国证监会作出了积极回应。http://t.cn/A6AwT0mM,0,0,0,04月28日
62,63,aeae的萱小萱萱萱萱萱萱,:#财经资讯#【#银保监会回应瑞幸咖啡事件#：性质恶劣 将坚决支持、积极配[左哼哼]合主管部门依法严厉惩处】中国银保监会副主席曹宇今日在国新办新闻发布会上表示，瑞幸咖啡财务造假事件性质恶劣、教训深刻，银保监会将坚决支持、积极配合主管部门依法严厉惩处，对财务造假行为始终保持零容忍的态度，共同维护好,0,0,0,04月28日
