Unnamed: 0,xuhao,author,content,zan,zhuanfa,pinglun,public_time
10,11,JTJ--julie,:#2020年全国高考延期一个月举行#我感觉今年的高考题会出新冠病毒对你的影响,0,0,0,04月29日
11,12,ooosda,:#2020年全国高考延期一个月举行##高考确认延期一个月#忧伤 2020年全国高考延期一个月举行，对你来说是喜还是忧？,0,0,0,04月29日
12,13,辣辣很娜Seana,:#全国6.5亿网民月收入不足5000元##2020年全国高考延期一个月举行#本来录了半小时素材，怕大家不想看只剪了五分钟（疯狂加速,9,0,8,04月28日
13,14,CY大林,:#湖北高三5月6日开学#4月20日，湖北省2020年高考时间确定，延期一个月，7月7日至8日举行。全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学。武汉高三年级与全省开学时间同步，其他年级视疫情好转情况，按批次、逐步开学。 武汉,0,0,0,04月28日
14,15,wwx_a,:#2020年全国高考延期一个月举行##高考确认延期一个月#忧 2020年全国高考延期一个月举行，对你来说是喜还是忧？,1,0,0,04月28日
15,16,艺百大美艺术,:贵州省校外培训机构高三初三复读班级恢复线下培训验收指导意见文件#贵州培训##贵州高考成绩##贵州艺考##2020年全国高考延期一个月举行##艺考#,1,0,0,04月28日
16,17,苏小三199308,:#2020年全国高考延期一个月举行##高考确认延期一个月#我当年可是最后一年七月高考的 2020年全国高考延期一个月举行，对你来说是喜还是忧？,0,0,0,04月28日
17,18,山哈53719,:#2020年全国高考延期一个月举行##高考确认延期一个月#太难熬了，还得熬一个月，早考完早解放。虽然我上大学啦,0,0,0,04月28日
18,19,东三环高圆圆_在法国,:心疼一秒钟2020年高考生,7,1,3,04月28日
19,20,HOUZHANGRAN,:事事常不能与之共情#2020年全国高考延期一个月举行##高考倒计时70#,3,0,0,04月27日
20,21,等不到的车就当是过了点,:《速看！2020年全国高考延期一个月举行，考试时间为7月7日至8日》速看！2020年全国高考延期一个月举行，考试时间为7月7日至8日http://t.cn/A6ZaqaEa,0,0,0,04月27日
21,22,芝狼冻乳-,:#2020年全国高考延期一个月举行##高考确认延期一个月#,5,0,0,04月27日
22,23,用户6229399638,:教育部：2020年全国高考延期一个月举行 为7月7日至8日 教育部：2020年全国高考延期一个月举行 为7月7日至8日,0,0,0,04月26日
23,24,学顺科技,:#高考##高考时间为7月7日至8日#教育部正式宣布：经党中央、国务院同意，2020年全国普通高等学校招生统一考试延期一个月举行，考试时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9：00至11：30；数学15：00至17：00。7月8日，文科综合理科综合9：00至11：30；外语15：00至17：00。http://t.cn/A6wkcMjF,0,0,0,04月26日
24,25,小学奥数名师凌云,:【湖北高考时间公布：延期一个月 7月7日至8日举行】为统筹推进疫情防控和经济社会发展工作，安全有序恢复教育教学秩序，经省新型冠状病毒感染肺炎疫情防控指挥部研究决定，现就我省2020年高考时间及春季学期开学时间安排通告如下：一、高考时间安排教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9：00至11：30；数学15：00至17：00。7月8日，文科综合/理科综合9：00至11：30；外语15：00至17：00。二、春季学期开学时间安排全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。湖北省新型冠状病毒感染肺炎疫情防控指挥部@新浪教育#与教育做朋友##教育的力量##凌云家长大学[超话]##教育##新浪教育#,0,0,0,04月26日
25,26,云逸书院,:#高考早知道[超话]#2020年全国高考延期一个月举行，考试时间为7月7日至8日。 台州·云水山庄,1,0,0,04月25日
26,27,山海亦可平哈哈,:#2020年全国高考延期一个月举行##高考确认延期一个月#喜 2020年全国高考延期一个月举行，对你来说是喜还是忧？,0,0,0,04月24日
27,28,周和泰先生,#教育头条#【共300种图书！教育部首次发布中小学生阅读指导目录】近日，受教育部委托，教育部基础教育课程教材发展中心组织研制并发布了《教育部基础教育课程教材发展中心  中小学生阅读指导目录（2020年版）》。《指导目录》的研制历时一年，从古今中外浩如烟海的图书中精心遴选出300种图书，分为人文社科、文学、自然科学和艺术四类，其中小学110种、初中100种、高中90种。教育部明确，《指导目录》所列图书供学生自主选择阅读，各地各校不作统一要求，不得强制使用，不得要求学生全部必读。戳↓↓看目录；戳http://t.cn/A6wnpcXx了解更多权威解读。,1,0,0,04月24日
28,29,鱼泩淮南,:#2020年全国高考延期一个月举行##高考确认延期一个月#在发生重大共公卫生事件时，相应的政策可以允许发生。这是对考生及工作人员的负责。 2020年全国高考延期一个月举行，对你来说是喜还是忧？,0,0,0,04月24日
29,30,重庆新思维学校,:新思维8周年庆-数学提分秘籍四五年级考点、得分点专练名额有限，立即扫码报名预约（统一服务热线：400-023-2727）#2020年全国高考延期一个月举行##世界读书日##高考数学#,0,0,0,04月24日
30,31,不要逼我收回你的福,:#2020年全国高考延期一个月举行##高考确认延期一个月#高考对我来说已经过去四年了，延期不延期好像跟我也没有多大关系，但是我很为那些高考考生好像，希望她们不要再玩手机追星，在网上吃瓜啦，有时间还是多看会书吧,1,0,0,04月24日
31,32,重庆新思维学校,:重要通知 | 初中学子注意如何在细节里赢下中考抢位战就在明晚 为你一一解码#2020年全国高考延期一个月举行##重庆中考延期1个月##吃瓜耽误了你哪些事#,1,0,0,04月24日
32,33,看海ning,:#2020年全国高考延期一个月举行##高考确认延期一个月#孩子又得多煎熬一个月 2020年全国高考延期一个月举行，对你来说是喜还是忧？,0,0,0,04月23日
33,34,汐岸Tiffany,:#2020年全国高考延期一个月举行##高考确认延期一个月#对我来说没感觉，我就想快点开学,0,0,0,04月23日
34,35,耿正宏,:发表了博文《教育部：今年高考为何延期？命题有什么考虑？》教育部：今年高考为何延期？命题有什么考虑？3月31日，教育部发布公告，明确2020年全国高考延期一个月举行，考试时间为7月7日至8日。教育部有关教育部：今年高考为何延期？命题有什么考虑？,0,0,0,04月23日
35,36,心愿为情,:#2020年全国高考延期一个月举行##高考加油#这届考生宝宝太惨了8 疫情热点整理了一些希望可以帮到一点 祝大家都金榜题名,0,0,0,04月23日
36,37,小鹿乱撞_2019,:#2020年全国高考延期一个月举行##高考确认延期一个月#喜忧参半吧 2020年全国高考延期一个月举行，对你来说是喜还是忧？,0,0,0,04月23日
37,38,重庆新思维学校,:新思维8周年庆-语文公开课追寻古诗词之源，领悟诗词魅力限时扫码，一元秒杀！（统一服务热线：400-023-2727）#重庆开学时间##中考##2020年全国高考延期一个月举行#,1,0,0,04月23日
38,39,黄冈大城小事,:#黄冈新鲜事#【学生看过来！湖北高考时间确定了，初高三开学时间也定了】据@湖北发布消息，湖北省发布高考时间安排和春季学期开学时间。高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。春季学期开学时间安排：湖北省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。@黄冈同城,9,2,2,04月23日
39,40,用户5754357094,:#2020年全国高考延期一个月举行##高考确认延期一个月喜忧参半 2020年全国高考延期一个月举行，对你来说是喜还是忧？,0,0,0,04月22日
40,41,是雨犭者啊,:2020届冲鸭！！！注定不凡！！！#河北开学时间##河北高三4月23日开学##2020年全国高考延期一个月举行#,1,0,0,04月22日
41,42,木易说保,:#2020年全国高考延期一个月举行##高考确认延期一个月#不喜不忧，喜忧也无用。按照自己的进度，认真准备，沉着应对，给自己一个答案。加油 2020年全国高考延期一个月举行，对你来说是喜还是忧？,0,0,0,04月22日
42,43,用户6992687076,:#2020年全国高考延期一个月举行##高考确认延期一个月#忧，因为七月正直最热的时候，那个时候顶着烈日去考试，肯定都受不了，会影响发挥 2020年全国高考延期一个月举行，对你来说是喜还是忧？,0,0,0,04月22日
43,44,鄂A-30000,:#2020年全国高考延期一个月举行##高考确认延期一个月#@言欢待君归: 七月份刚刚入夏，每年7月底8月初是一年中最热的，七月初高考，其实也没有什么，以前的高考就是每年的7月，何况今年疫情影响，延缓一个月高考充分考虑到了实际情况，现在还有武汉包括很多地方高三都没有恢复上课，还在上网课。改变时间的高考也许会改变部分人的人生，当然命运是掌握在自己手里的，高考时间推迟一个月，对大家来说都是一样的，重点是全国录取分数线不一致，如果也能做到一视同仁，那么什么时候考其实影响不大。另外的还要考虑到中西部教育水平的均衡性，这个是政策层面的问题了。http://t.cn/A6Za5Czn,1,0,0,04月22日
44,45,重庆新思维学校,:新思维8周年庆-数学提分秘籍四五年级考点、得分点专练名额有限，立即扫码报名预约（统一服务热线：400-023-2727）#重庆开学时间##2020年全国高考延期一个月举行##重庆新思维学校#,1,0,0,04月22日
45,46,AD钙味奶琳,:#2020年全国高考延期一个月举行##高考确认延期一个月##高考确认延期一个月##2020年全国高考延期一个月举行#高考推迟一个月，或许意味着我们要多鏖战一个月，意味着我们要在七月炎热的考场里，顶着身体与心理的双重压力，去接受高中最终的考试。同样，它也意味着，我们还有三个月的时间去扭转局面，去追，去跑，去漂亮地倒挂金钩，也意味着我们还能与身边最熟悉的同学朋友们，多一个月的时光交流，或许你不喜欢他们，但至少他们都与你为赤子之心，比之社会形色，优劣得所？当许多年以后回忆起来，谁都不想说：我的高三呐，上学期在玩，下学期，差不多都在放假，在上网课，最后高考被玩没了。谁想自己一败涂地？珍贵的回忆，是那年紫薇花开时，你手上鎏金的录取通知书和你全家人的笑颜，是那年茉莉花开时，出现在校内的一个自己无比熟悉的声音说着：“好巧，你也在这里。”我从来没有想过去考什么清华北大，也不会给自己太大压力，我只要在我的青春里，有自己的信仰与追求，有自己喜欢的事，有自己喜欢的人，有你们，有你，就够。拼命向前走，光亮其实不远没有谁的生活会一直完美，但都要看着前方，满怀希望就会所向披靡。http://t.cn/A6Za5Czn,0,0,0,04月22日
46,47,特价房宜昌,:#湖北#【#湖北高考时间为7月7日至8日#高中毕业年级5月6日开学】【湖北省新型冠状病毒感染肺炎疫情防控指挥部通告】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。@湖北发布,1,0,0,04月22日
47,48,春寒冰雨,:#2020年全国高考延期一个月举行##高考确认延期一个月#抱歉，我已经毕业了，我的看法是，没有什么看法,0,0,0,04月22日
48,49,锐琦妈妈,:#2020年全国高考延期一个月举行##高考确认延期一个月#刚听到这个消息的时候，作为一个高三学渣的家长，我很焦躁，觉得赶紧考一考就对啦，为啥要延期，到现在真正还有七十天的时候，我觉得这个延期太有效果了，孩子还有救，也许会有奇迹呢。期待吧 2020年全国高考延期一个月举行，对你来说是喜还是忧？,0,0,2,04月22日
49,50,双鱼座浪漫多情,:快讯！2020年全国高考延期一个月举行，考试时间为7月7日至8日 快讯！2020年全国高考延期一个月举行，考试时间为7月7日至8日,1,0,0,04月21日
50,51,黄思远,:【#湖北高考时间#公布，#湖北高中毕业年级5月6日开学#】#湖北高考时间为7月7日至8日#据@湖北发布一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。@人民网湖北频道http://t.cn/A6wjQ4DW,2,0,0,04月21日
51,52,中国科学院大学,:#2020年全国高考延期一个月举行#来自四川的2019级化学专业本科生云上高考支招高三学子备考~静心、定时、齐全~三个关键词，一个不能少~你沉着冷静历经磨砺，我期待与你在#国科大#相见 中国科学院大学的微博视频,1,0,0,04月21日
52,53,中国教育新闻网,:#天津中高考时间#【2020年天津中考高考时间确定】今天，天津市教育招生考试院正式发布2020年天津市中考高考时间。天津实施新高考改革后的第一届考生将在今年参加高考。根据教育部关于2020年全国高考延期一个月举行的有关精神和工作安排，结合天津市复课开学实际情况，经研究决定，天津市2020年普通高考及相关工作时间安排如下：普通高考英语科目第一次考试（含听力）于5月16日上午举行；普通高校招生全国统一考试于7月7日至8日举行；普通高中学业水平等级性考试于7月9日至10日举行；普通高考英语口语测试于普通高中学业水平等级性考试后举行；普通高考体检原则上于5月18日至6月15日进行。天津市2020年中考及相关工作时间也同时确定：初中毕业生学业考试于7月18日至19日举行；初中学业考查于6月13日举行；中考体检改为随新生入学体检一并进行。中国教育报—中国教育新闻网天津4月21日讯（记者 陈欣然）#中考##高考##天津#,1,1,1,04月21日
53,54,趣事网,:湖北省新型冠状病毒感染肺炎疫情 防控指挥部通告 一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北http://t.cn/A6w88u4G,1,0,0,04月21日
54,55,掌门1对1招师部陶老师,:#掌门1对1##掌门一对一#高考加油！,1,0,0,04月21日
55,56,凯发app,:湖北7月7日8日高考 高三学生5月6日开学凯发app---官/--网/--）【hj83点cc】,0,0,0,04月21日
56,57,北青网,:【天津高考时间为7月7日、8日，中考为7月18日、19日】为切实做好疫情防控形势下的高考工作，根据教育部关于2020年全国高考延期一个月举行的有关精神和工作安排，结合我市复课开学实际，经研究决定，我市2020年普通高考及相关工作时间安排如下：1．普通高考英语科目第一次考试（含听力）于5月16日上午举行。2．普通高校招生全国统一考试于7月7日至8日举行。3．普通高中学业水平等级性考试于7月9日至10日举行。4．普通高考英语口语测试于普通高中学业水平等级性考试后举行。5．普通高考体育类招生专业考试于6月初举行。6．普通高考军事、公安等院校体测、面试于7月底至8月初进行。7．普通高中学业水平合格性考试于6月29日至7月1日举行。8．普通高考体检原则上于5月18日至6月15日进行。若因疫情防控需要或与国家考试的时间相冲突，上述有关安排需再次做出调整，将第一时间再行公告。http://t.cn/A6w8fDBc,0,0,0,04月21日
57,58,fbobok,【面对疫情下的高考，钟南山、蒋昌建想和孩子们说说“心理”话！】3月31日，教育部宣布2020年高考延期一个月举行。今年的报考人数也是恢复高考以来最多的一年，人数达1071万。  “人生大考”遇上国家的“疫情大考”，对考生、家长和学校都是考验。详情请戳：http://t.cn/A6wVZIUghttp://t.cn/A6wVZxRM,0,0,0,04月21日
58,59,天津教育,:#发布#【关于2020年天津市普通高考及相关工作时间安排的公告】为切实做好疫情防控形势下的高考工作，根据教育部关于2020年全国高考延期一个月举行的有关精神和工作安排，结合我市复课开学实际，经研究决定，我市2020年普通高考及相关工作时间安排如下：发布 | 关于2020年天津市普通高考及相关工作时间安排的公告,2202,254,263,04月21日
59,60,澳大利亚南昆士兰大学,:众所周知，据教育部网站消息，经党中央、国务院同意，2020年全国普通高等学校招生统一考试（简称“高考”）延期一个月举行，考试时间推迟为7月7日至8日进行。高考不是中国学生通往高校的唯一途径。同样，南昆士兰大学（USQ）认为高考成绩不能成为学生的唯一评判标准。因此USQ针对申请本科的学生没有提供高考成绩的要求，凭借高中成绩即可申请就读大一课程。这对于高考延期的学生来说，又多了一个绝好的选择！http://t.cn/A6wQe5tv,2,1,4,04月21日
60,61,吉林日报,:【天津高考时间为7月7日、8日，中考为7月18日、19日】关于2020年天津市普通高考及相关工作时间安排的公告为切实做好疫情防控形势下的高考工作，根据教育部关于2020年全国高考延期一个月举行的有关精神和工作安排，结合我市复课开学实际，经研究决定，我市2020年普通高考及相关工作时间安排如下：http://t.cn/A6wQOnFq,1,0,0,04月21日
61,62,天津助残平台,:#天津爆料#【重磅！今年天津中高考时间安排定了 】为切实做好疫情防控形势下的高考工作，根据教育部关于2020年全国高考延期一个月举行的有关精神和工作安排，结合我市复课开学实际，经研究决定，我市2020年普通中高考及相关工作时间安排如下。,0,0,0,04月21日
62,63,每日新报,:【重磅！今年天津中高考时间安排定了 】为切实做好疫情防控形势下的高考工作，根据教育部关于2020年全国高考延期一个月举行的有关精神和工作安排，结合我市复课开学实际，经研究决定，我市2020年普通中高考及相关工作时间安排如下。,0,0,0,04月21日
63,64,天津8890,:【关于2020年天津市普通高考及相关工作时间安排的公告】#便民服务#为切实做好疫情防控形势下的高考工作，根据教育部关于2020年全国高考延期一个月举行的有关精神和工作安排，结合我市复课开学实际，经研究决定，我市2020年普通高考及相关工作时间安排如下：,4,3,23,04月21日
64,65,关注世间冷暖,:#天津高考时间已定7月8日—9日#2020年全国高考延期一个月举行的有关精神和工作安排，结合我市复课开学实际，经研究决定，我市2020年普通高考及相关工作时间安排如下：1．普通高考英语科目第一次考试（含听力）于5月16日上午举行。2．普通高校招生全国统一考试于7月7日至8日举行。3．普通高中学业水平等级性考试于7月9日至10日举行。4．普通高考英语口语测试于普通高中学业水平等级性考试后举行。5．普通高考体育类招生专业考试于6月初举行。6．普通高考军事、公安等院校体测、面试于7月底至8月初进行。7．普通高中学业水平合格性考试于6月29日至7月1日举行。8．普通高考体检原则上于5月18日至6月15日进行。,1,0,0,04月21日
65,66,奏耐天津,:#天津爆料#【重磅！今年天津中高考时间安排定了 】为切实做好疫情防控形势下的高考工作，根据教育部关于2020年全国高考延期一个月举行的有关精神和工作安排，结合我市复课开学实际，经研究决定，我市2020年普通中高考及相关工作时间安排如下。,29,6,13,04月21日
66,67,天津日报,:【重磅！今年天津高考时间定了！】#天津公布中高考时间安排#为切实做好疫情防控形势下的高考工作，根据教育部关于2020年全国高考延期一个月举行的有关精神和工作安排，结合我市复课开学实际，经研究决定，我市2020年普通高考及相关工作时间安排如下：http://t.cn/A6wQ6JGx,0,1,0,04月21日
67,68,华禹高考快讯,:#华禹高考快讯#【2020年天津市普通高考及相关工作时间安排确定】天津市教育招生考试院今日发布了《关于2020年天津市普通高考及相关工作时间安排的公告》。根据教育部关于2020年全国高考延期一个月举行的有关精神和工作安排，结合我市复课开学实际，经研究决定，天津市2020年普通高考及相关工作时间安排如下：1．普通高考英语科目第一次考试（含听力）于5月16日上午举行。2．普通高校招生全国统一考试于7月7日至8日举行。3．普通高中学业水平等级性考试于7月9日至10日举行。4．普通高考英语口语测试于普通高中学业水平等级性考试后举行。5．普通高考体育类招生专业考试于6月初举行。6．普通高考军事、公安等院校体测、面试于7月底至8月初进行。7．普通高中学业水平合格性考试于6月29日至7月1日举行。8．普通高考体检原则上于5月18日至6月15日进行。,0,0,0,04月21日
68,69,武汉升学通,:#武汉多所高中为开学做准备##防控复课两不误#【小班上课、单人单座、不允许送饭……高三复学在即，武汉的高中将采取这些措施】4月20日，湖北省2020年高考时间确定，延期一个月，7月7日至8日举行。全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学。今年，全市高三年级毕业生人数大约为3.6万人。离5月6日还有十余天，各所学校是否准备就绪？长江日报-长江网记者采访了解到，武汉各高中阶段学校已用上各种办法，为开学做准备。http://t.cn/A6wHAnnA（长江日报）,1,0,0,04月21日
69,70,像风走了八千里0227,:#17个省份明确高校开学时间##湖北现有确诊病例102例#教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。随后山东各高校也陆续进入开学演练，济南大学，德州学院等。不知道高校到底什么时候开学，但已经在开学的路上。耐心等一下吧，没能在最美人间四月天相遇，那就等待五月见果时重逢，再不行，那就再等等，我们同在。http://t.cn/RBS4O7q,0,0,0,04月21日
70,71,野潴公主骑独角兽哇,:#2020年全国高考延期一个月举行##高考确认延期一个月#高一党觉得挺好哈哈 学姐学长们加油！2020年全国高考延期一个月举行，对你来说是喜还是忧？,1,0,0,04月21日
